"Name of City","Name of Paper","TPA Member","County Seat","Address","Address2","PO Address","PO Address2","Website","Main Phone","Main Fax","Email","circulation","County","Pub Day","founded","Page Size","Column Width","Congressional District","Representative District","State Senator District","publisher","editor","Ad Director","fips","pov_perc_all","pov_perc_under_18","Alcohol_Abuse","Autism_Spectrum_Disorders","Depression","Drug_Abuse_Substance_Abuse","Schizophrenia_Other_Psychotic_Disorders","total_pop","total_jail_pop","total_jail_pretrial","unemployment","X2020.Total.Population","X2020.LCDC.Total","Ratio.of.LCDCs.to.100.000.Population","X2020.LCSW.Total","Ratio.of.LCSWs.to.100.000.Population","X2020.LPC.Total","Ratio.of.LPCs.to.100.000.Population","X2020.LBSW.Total","Ratio.of.LBSWs.to.100.000.Population","X2020.LMSW.Total","Ratio.of.LMSWs.to.100.000.Population","X2020.Primary.Care.Physician.Total","Ratio.of.Primary.Care.Physicians.to.100.000.Population","MSA_type","Central_Outlying","CBSA.Code","CBSA.Title","CBSA.level","RUCC_2013","State","NCHS_2013","UIC_2013","opioid_per_100","alc_est_per_capita","vet_percent_2020","percent_uninsured","Temp_MH_Services_NewApp_2020","Ext_MH_Services_NewApp_2020","Modification_NewApp_2020","Auth_Meds_NewApp_2020","Temp_MH_Services_Hearing_2020","Ext_MH_Services_Hearing_2020","Modification_Hearing_2020","Auth_Meds_Hearing_2020","Temp_MH_Services_NewApp_2020_per100k","Ext_MH_Services_NewApp_2020_per100k","Modification_NewApp_2020_per100k","Auth_Meds_NewApp_2020_per100k","Temp_MH_Services_Hearing_2020_per100k","Ext_MH_Services_Hearing_2020_per100k","Modification_Hearing_2020_per100k","Auth_Meds_Hearing_2020_per100k","X2020.Psychiatrist.Total","Ratio.of.Psychiatrists.to.100.000.Population","Total.Traffic.Fatalities","Total.Traffic.Fatalities.BAC.gt.08","Percent.Traffic.Fatalities.BAC.gt.08","Traffic_Fatalities_per_100k","I_35","percent_comp","County Code","Name.y","UNC2020_Count_Papers","desert","ACS5Y2020_Hispanic_Percent","ACS5Y2020_Poverty_Percent","ACS5Y2020_GINI_Index","ACS5Y2020_Highschool_Percent","ACS5Y2020_GED_Percent","ACS5Y2020_Bachelors_Percent","ACS5Y2020_Masters_Percent","ACS5Y2020_Professional_Percent","ACS5Y2020_Doctorate_Percent","ACS5Y2020_SNAP_Percent","ACS5Y2020_Unemployment_Percent","ACS5Y2020_Median Household Income","Zero_Papers","One_Or_Fewer_Papers"
"Marlin","The Marlin Democrat","*","*","251 Live Oak Street","Marlin, TX 76661","251 Live Oak Street","Marlin, TX 76661","www.marlindemocrat.com","254-883-2554","254-883-6553","publisher@marlindemocrat.com",651,"Falls","Wednesday",1890,"6 col. x 21”","1.63","17","13","22","Lindsey Vaculin","Lindsey Vaculin","Mark Pelzel",48145,20,25.2,3.125,NA,19.0678,3.3898,3.072,17335,35,30,3.7,16603,4,24.1,4,24.1,11,66.3,2,12,2,12,1,6,"Metropolitan Statistical Area","Outlying",47380,"Waco, TX","Metropolitan Statistical Area-Outlying",2,"TX",3,2,27.4,NA,7.43163602074493,20.4605266451836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,12,72.276094681684,"Non I-35 Corridor",0.95,"145","Falls",2,FALSE,0.235229442740582,0.250225370251127,0.5023,0.297671749467126,0.0515658304640105,0.0897688145597639,0.0227906214133465,0.00573864567961961,0.0059026069847516,0.180115273775216,0.081076724693746,36854,FALSE,FALSE
"Marshall","Marshall News Messenger","*","*","309 E. Austin St.","Marshall, TX 75670-3416","PO Box 730","Marshall, TX 75671-0730","www.marshallnewsmessenger.com","903-935-7914","903-935-6242","newsmessenger@marshallnewsmessenger.com",2969,"Harrison","Daily (Ex Mon)",1877,"6 col x 20.5”","1.71","1","7","1","Alexander Gould","Meredith Shamburger","Johnnie Fancher",48203,15.6,21.9,1.5785,0.1797,21.5092,3.6191,2.5154,66726,250,238,4.8,68247,12,17.6,6,8.8,37,54.2,9,13.2,11,16.1,16,23.4,"Metropolitan Statistical Area","Outlying",30980,"Longview, TX","Metropolitan Statistical Area-Outlying",4,"TX",5,5,36.2,NA,6.34088234866863,18.6485171318054,25,2,0,6,32,1,0,5,36.6316468123141,2.93053174498513,0,8.79159523495538,46.888507919762,1.46526587249256,0,7.32632936246282,0,0,28,4,13,41.0274444297918,"Non I-35 Corridor",0.966666666666667,"203","Harrison",1,TRUE,0.132793364088539,0.16799493404998,0.462,0.266892502258356,0.050609756097561,0.139634146341463,0.0474480578139115,0.0103884372177055,0.00575880758807588,0.141940354850887,0.0606462743016389,54234,FALSE,TRUE
"Mason","Mason County News","*","*","122 S. Live Oak St.","Mason, TX 76856","PO Box 1729","Mason, TX 76856-1729","www.masoncountynews.com","325-347-5757","325-347-5668","mcnnews@hctc.net",1847,"Mason","Wednesday",1877,"6 col. x 21”","1.771","11","53","28","Scott Wesner","Scott Wesner","Rachel Walker",48319,9.8,20.1,1.7957,0,15.8249,NA,NA,4280,2,0,3,3899,1,25.6,0,0,2,51.3,0,0,1,25.6,2,51.3,NA,NA,NA,NA,NA,9,"TX",6,10,2.5,NA,8.52517075638755,24.1987973451614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,20,25.6476019492177,"Non I-35 Corridor",0.833333333333333,"319","Mason",1,TRUE,0.205037664783427,0.0610993158763859,0.4642,0.170020818875781,0.0156141568355309,0.242886884108258,0.0617626648160999,0.0287994448299792,0.0170020818875781,0.0695443645083933,0.0525798525798526,61434,FALSE,TRUE
"Silverton","Caprock Courier","*","*","424 N. Burlington","Spur, TX 79370-2420","PO Box 430","Spur, TX 79370-0430","www.caprockcourier.com","806-271-3381",NA,"caprockcourier@gmail.com",1076,"Briscoe","Thursday",2010,"6 col x 21.5”","1.833","13","88","31","Kay Ellington","Barbara A. Brannon","Kay Ellington",48045,13.4,22.8,NA,0,14.8026,NA,NA,1516,NA,NA,3.1,1568,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,9,"TX",6,12,0.2,NA,5.15679442508711,23.2821360230446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,63.7755102040816,"Non I-35 Corridor",0.766666666666667,"045","Briscoe",1,TRUE,0.361275964391691,0.168035847647498,0.4392,0.294985250737463,0.063913470993117,0.131760078662734,0.023598820058997,0.0147492625368732,0.00491642084562439,0.0629251700680272,0.03125,37875,FALSE,TRUE
"McAllen","The Monitor","*",NA,"1400 East Nolana","McAllen, TX 78504","PO Box 3267","McAllen, TX 78502-3267","www.myrgv.com","956-686-4343","956-683-4201","news@themonitor.com",13849,"Hidalgo","Daily",1909,"6 col x 20”","1.608","15, 28","35, 36, 39-41","20","Stephan T. Wingert","Stephan T. Wingert","Benita Mendell",48215,23.9,32.5,1.8611,0.1526,22.0324,3.2322,2.4125,865939,1055,936,7,870366,126,14.5,84,9.7,433,49.7,235,27,249,28.6,546,62.7,"Metropolitan Statistical Area","Central",32580,"McAllen-Edinburg-Mission, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,17.3,5.05293523859616,2.43562962444059,32.0111930370331,183,0,0,50,286,0,0,48,21.0256374904351,0,0,5.74470969684018,32.8597394659258,0,0,5.51492130896657,23,2.6,64,20,30,7.35322841195543,"Non I-35 Corridor",0.983333333333333,"215","Hidalgo",6,FALSE,0.92305753904431,0.284397882881931,0.4838,0.199526784647889,0.0391401401112818,0.133601996647543,0.0457400322066497,0.00805784017758961,0.00562586745851643,0.284457802671828,0.0731387229746782,41846,FALSE,FALSE
"McKinney","Collin County Commercial Record","*","*","202 W. Louisiana St., Ste. 202","McKinney, TX 75069-4459","202 W. Louisiana St., Ste. 202","McKinney, TX 75069-4459","www.collincountycommercialrecord.com","214-733-8489","214-722-9712","cccr@collincountycommercialrecord.com",50,"Collin","Tuesday / Thursday",1982,"6 col x 15.25”","1.5","3, 4","61, 66, 67","8","E. Nuel Cates","Emily Cates","Debbie Driver",48085,6.2,6.7,1.3896,0.1328,19.5319,2.2956,2.2434,1005146,1010,705,2.9,1039369,128,12.3,276,26.6,1071,103,79,7.6,364,35,1055,101.5,"Metropolitan Statistical Area","Central",19100,"Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area-Central",1,"TX",1,1,29.7,2.72437327671647,4.17467929899057,10.2730318903923,2178,2,0,277,2041,1,0,260,209.550217487726,0.192424442137489,0,26.6507852360423,196.369143201308,0.0962122210687446,0,25.0151774778736,109,10.5,76,16,21,7.31212880122459,"Non I-35 Corridor",0.983333333333333,"085","Collin",11,FALSE,0.153469352052308,0.0625559267061457,0.4324,0.125383338894987,0.0193756955213333,0.337816882161888,0.150946814984153,0.0268001262319315,0.0167181811730208,0.0274179540638941,0.0399620887007527,100541,FALSE,FALSE
"Menard","Menard News and Messenger","*","*","220 Gay St.","Menard, TX 76859","PO Box 248","Menard, TX 76859-0248","www.menardnews.com","325-396-2243",NA,"collyn@menardnews.com",800,"Menard","Thursday",1936,"6 col. x 21”","2.0625","11","53","28","Paige Wright","Collyn Gainer","Collyn Gainer",48327,19.1,34.5,NA,0,14.2268,2.6804,NA,2139,5,2,3.7,2188,0,0,0,0,1,45.7,0,0,0,0,1,45.7,NA,NA,NA,NA,NA,9,"TX",6,12,1.6,NA,10.0407747196738,24.1987973451614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,5,91.4076782449726,"Non I-35 Corridor",0.833333333333333,"327","Menard",1,TRUE,0.34392789373814,0.13933236574746,0.4639,0.20059880239521,0.0958083832335329,0.151497005988024,0.0682634730538922,0.0275449101796407,0.0197604790419162,0.0502415458937198,0.0450704225352113,43826,FALSE,TRUE
"Mercedes","The Mercedes Enterprise","*",NA,"805 S. Missouri  Ave.","Mercedes, TX 78570-3124","PO Box 657","Mercedes, TX 78570-0657",NA,"956-565-2425","956-565-2570","mercedesenterprise@sbcglobal.net",1945,"Hidalgo","Wednesday",1908,"6 col. x 21”","2.0625","15","39","27","Dr. Barbara Baggerly-Hinojosa","Dr. Barbara Baggerly-Hinojosa","C.A. Hinojosa",48215,23.9,32.5,1.8611,0.1526,22.0324,3.2322,2.4125,865939,1055,936,7,870366,126,14.5,84,9.7,433,49.7,235,27,249,28.6,546,62.7,"Metropolitan Statistical Area","Central",32580,"McAllen-Edinburg-Mission, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,17.3,5.05293523859616,2.43562962444059,32.0111930370331,183,0,0,50,286,0,0,48,21.0256374904351,0,0,5.74470969684018,32.8597394659258,0,0,5.51492130896657,23,2.6,64,20,30,7.35322841195543,"Non I-35 Corridor",0.983333333333333,"215","Hidalgo",6,FALSE,0.92305753904431,0.284397882881931,0.4838,0.199526784647889,0.0391401401112818,0.133601996647543,0.0457400322066497,0.00805784017758961,0.00562586745851643,0.284457802671828,0.0731387229746782,41846,FALSE,FALSE
"Meridian","Meridian Tribune","*","*","310 W Fifth St","Clifton, TX 76634-1611","PO Box 531","Clifton, TX 76634-0531","www.bosquecountytoday.com","254-675-3336",NA,"editor@cliftonrecord.com",731,"Bosque","Wednesday",1893,"6 col. x 21”","1.637","25","13","22","Rita Hamilton","Ashley Barner","Rita Hamilton",48035,12.5,19.2,2.0747,NA,19.3983,2.2476,3.2503,18691,29,21,3.3,17765,5,28.1,1,5.6,7,39.4,4,22.5,4,22.5,12,67.5,NA,NA,NA,NA,NA,6,"TX",6,4,13.9,NA,7.98464491362764,20.4605266451836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,16,39.4033211370673,"Non I-35 Corridor",0.866666666666667,"035","Bosque",2,FALSE,0.187703494682006,0.144692397142699,0.4143,0.275124678857488,0.0544808825751851,0.129892700619616,0.0361946501435696,0.00906755327187547,0.0101254344869276,0.1013094417643,0.0425951003323895,57337,FALSE,FALSE
"Miami","The Miami Chief","*","*","109 S. Main","Miami, TX 79059-2613","PO Box 396","Miami, TX 79059-0396",NA,"806-664-2278","None","themiamichief@yahoo.com",366,"Roberts","Thursday",1899,"5 col. x 11”","1.9667","13","88","31","Toni R. Coombs","Toni R. Coombs","Toni R. Coombs",48393,6.4,9.1,0,0,17.2932,NA,NA,903,1.11,0.18,3.7,983,0,0,0,0,0,0,1,101.7,0,0,0,0,"Micropolitan Statistical Area","Outlying",37420,"Pampa, TX","Micropolitan Statistical Area-Outlying",9,"TX",6,10,NA,NA,5.32043530834341,23.2821360230446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,101.729399796541,"Non I-35 Corridor",0.916666666666667,"393","Roberts",1,TRUE,0.118622448979592,0.107512953367876,0.3784,0.304964539007092,0.0283687943262411,0.161347517730496,0.0691489361702128,0,0.00886524822695036,0.00911854103343465,0.0132978723404255,61964,FALSE,TRUE
"Midland","Midland Reporter-Telegram","*","*","201 E. IIlinois","Midland, TX 79701-4852","201 E. IIlinois","Midland, TX 79701-4852","www.mrt.com","432-682-5311","432-682-3793","Robert.Granfeldt@hearstnp.com",5642,"Midland","Daily (ex Sun Mon)",1929,"6 col. x 21”","1.52","11","82","31","Robert C. Granfeldt, GM","Stewart Doreen","Chad Anderson",48329,9.7,13.1,1.8557,0.1354,17.3622,2.0787,2.23,172578,464,399,3.5,187364,49,26.2,19,10.1,129,68.8,36,19.2,22,11.7,106,56.6,"Metropolitan Statistical Area","Central",33260,"Midland, TX","Metropolitan Statistical Area-Central",3,"TX",4,2,21.3,11.17758834707,4.56104433972809,15.8992424607277,110,0,0,0,100,0,0,0,58.709250442988,0,0,0,53.3720458572618,0,0,0,11,5.9,70,16,23,37.3604321000833,"Non I-35 Corridor",0.983333333333333,"329","Midland",1,TRUE,0.453917938775272,0.09776752712972,0.4675,0.199504394987844,0.0614082663175613,0.198429025621844,0.0577707125490929,0.0138956424163082,0.00433888161585936,0.0567536301949341,0.0342152511941461,83217,FALSE,TRUE
"Midlothian","Midlothian Mirror",NA,NA,"200 W. Marvin Ave.","Waxahachie, TX 75168","PO Box 877","Waxahachie, TX 75168-0877","www.midlothianmirror.com","972-937-3310","972-937-1139","news@waxahachietx.com",554,"Ellis","Thursday",1882,"6 col. x 21”","1.667","6","10","22",NA,"Jill Nevels-Haun",NA,48139,7.9,11.1,1.505,0.2041,20.6811,3.1631,2.6529,179436,465,460,3.1,177721,18,10.1,28,15.8,139,78.2,16,9,60,33.8,104,58.5,"Metropolitan Statistical Area","Central",19100,"Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area-Central",1,"TX",2,1,30.8,2.07840793951833,5.36385128991193,16.6510537266731,170,0,0,0,120,0,0,1,95.6555499912785,0,0,0,67.521564699726,0,0,0.56267970583105,3,1.7,42,9,21,23.6325476449041,"Non I-35 Corridor",0.983333333333333,"139","Ellis",4,FALSE,0.266084999219986,0.0808617132808008,0.4116,0.224970848628806,0.0491816022457353,0.172334269056359,0.0666551500755776,0.00893111638954869,0.00492334269056359,0.0756073334567922,0.0349334139129309,79834,FALSE,FALSE
"Miles","Miles Messenger","*",NA,"104 Robinson St.","Miles, TX 76861","PO Box 307","Miles, TX 76861-0307",NA,"325-468-3611",NA,"shortcake56@verizon.net",386,"Runnels","Thursday",1903,"5 col. x15”","1.75","11","72","28","Donna Glass","Donna Glass","Donna Glass",48399,14.3,21.4,1.8803,0,20.188,2.7709,2.8204,10234,27.98,16.66,2.8,11009,1,9.1,2,18.2,2,18.2,2,18.2,4,36.3,9,81.8,NA,NA,NA,NA,NA,6,"TX",6,6,35.6,NA,6.95959595959596,27.9468238353729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,9.08347715505496,"Non I-35 Corridor",0.85,"399","Runnels",3,FALSE,0.344552529182879,0.126915756786537,0.4216,0.30022766078543,0.0506545247581104,0.131758679567444,0.0276038702333523,0.00426863972680706,0.00241889584519067,0.110511436648676,0.0275010827197921,48489,FALSE,FALSE
"Mineola","Wood County Monitor","*",NA,"715 Mimosa","Mineola, TX 75773-2002","PO Box 210","Mineola, TX 75773-0210","www.woodcountymonitor.com","903-569-2442",NA,"publisher@wood.cm",1691,"Wood","Thursday",1876,"6 col. x 21”","1.81","5","5","1","Phil Major","Larry Tucker","Phil Major",48499,13.5,21.4,1.7599,NA,18.8675,3.1045,1.8037,45129,151,105,4.3,45292,18,39.7,3,6.6,25,55.2,11,24.3,5,11,21,46.4,NA,NA,NA,NA,NA,6,"TX",6,6,29.2,NA,9.57563053319359,22.6406246423721,21,0,0,0,0,0,0,0,46.3658041155171,0,0,0,0,0,0,0,0,0,15,4,29,33.1184315110836,"Non I-35 Corridor",0.866666666666667,"499","Wood",2,FALSE,0.102321658454299,0.128945972744253,0.4747,0.262290579511123,0.0682352223137722,0.121822454148738,0.0487350849888614,0.0141902407763435,0.00698831212426379,0.106365159128978,0.0514948277821985,56749,FALSE,FALSE
"Mission","Progress Times","*",NA,"1217 N. Conway","Mission, TX 78572-4112","PO Box 399","Mission, TX 78573-0007","www.progresstimes.net","956-585-4893","956-585-2304","ads@progresstimes.net",3776,"Hidalgo","Friday",1972,"6 col  x 19.75""","1.608","15, 28","35, 36","20","Dee Rendon","Dee Rendon","Maria Smith",48215,23.9,32.5,1.8611,0.1526,22.0324,3.2322,2.4125,865939,1055,936,7,870366,126,14.5,84,9.7,433,49.7,235,27,249,28.6,546,62.7,"Metropolitan Statistical Area","Central",32580,"McAllen-Edinburg-Mission, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,17.3,5.05293523859616,2.43562962444059,32.0111930370331,183,0,0,50,286,0,0,48,21.0256374904351,0,0,5.74470969684018,32.8597394659258,0,0,5.51492130896657,23,2.6,64,20,30,7.35322841195543,"Non I-35 Corridor",0.983333333333333,"215","Hidalgo",6,FALSE,0.92305753904431,0.284397882881931,0.4838,0.199526784647889,0.0391401401112818,0.133601996647543,0.0457400322066497,0.00805784017758961,0.00562586745851643,0.284457802671828,0.0731387229746782,41846,FALSE,FALSE
"Monahans","The Monahans News","*","*","107 W. 2nd Street","Monahans, TX 79756-4235","107 W. 2nd Street","Monahans, TX 79756-4235","www.themonahansnews.com","432-943-4313","432-943-4314","editor@monahansnews.net",2031,"Ward","Thursday",1931,"6 col. x 21”","2.0625","23","81","31","Smokey Briggs","Christy Sullivan",NA,48475,9.8,14.4,1.8972,0,15.8103,1.7391,2.4506,11720,43,26,4.5,13592,1,7.4,0,0,1,7.4,1,7.4,0,0,1,7.4,NA,NA,NA,NA,NA,6,"TX",6,6,32.5,NA,5.45345242184816,24.4458824396133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,22,125.073572689818,"Non I-35 Corridor",0.883333333333333,"475","Ward",1,TRUE,0.542528735632184,0.116323024054983,0.4237,0.315646627764961,0.049396118876374,0.0910571312254037,0.0195413217532908,0.00122133260958068,0.00352829420545529,0.114390243902439,0.0575724239090576,61915,FALSE,TRUE
"Moulton","Moulton Eagle","*",NA,"504 W Fairwinds","Hallettsville, TX 77964","PO Box 427","Hallettsville TX 77964","lavacacountytoday.com","361-798-2481","361-798-9902","moultoneagle@sbcglobal.net",462,"Lavaca","Thursday",1914,"6 col. x 21”","1.5625","27","13","18","Buddy Preuss","Bobby Horecka","Kristie Bludau",48285,10.6,14.5,1.6277,0,20.0407,2.8484,3.586,20110,29,22,3.2,20735,1,4.8,1,4.8,6,28.9,4,19.3,1,4.8,13,62.7,NA,NA,NA,NA,NA,6,"TX",6,6,12.4,NA,6.24969267836947,19.5224091410637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.8,3,3,83,14.4682903303593,"Non I-35 Corridor",0.883333333333333,"285","Lavaca",4,FALSE,0.191859306496612,0.0903064606598338,0.4543,0.370703941206139,0.0363138554650911,0.132934649470423,0.0391238561856041,0.00468333453418834,0.00187333381367534,0.0842611336032389,0.0331945778631658,54211,FALSE,FALSE
"Mount Pleasant","Mount Pleasant Tribune","*","*","202 S. Van Buren Ave.","Mount Pleasant, TX 75455","PO Box 1177","Mount Pleasant, TX 75456","www.tribnow.com","903-572-1705","903-572-6026","trowan@tribnow.com",2505,"Titus","Wednesday / Saturday",1873,"6 col. x 21”","1.5417","1","5","1","Kenny Mitchell","Miranda Oglesby","Kenny Mitchell",48449,14.3,21.4,1.4462,0.3385,17.1385,3.0154,5.8462,33033,119,87,3.7,32953,1,3,4,12.1,25,75.9,10,30.3,14,42.5,30,91,"Micropolitan Statistical Area","Central",34420,"Mount Pleasant, TX","Micropolitan Statistical Area-Central",7,"TX",5,8,49.4,NA,5.39571798892694,20.7215860486031,93,0,0,0,0,0,0,0,282.220131702728,0,0,0,0,0,0,0,2,6.1,8,1,11,24.2770005765788,"Non I-35 Corridor",0.966666666666667,"449","Titus",1,TRUE,0.436118499495552,0.157763170076845,0.4092,0.284349044331032,0.0701991393975783,0.121535074552187,0.0337736415490844,0.00760532372660863,0.00465325728009607,0.159797541576283,0.0505759300940024,53406,FALSE,TRUE
"Muenster","Muenster Enterprise","*",NA,"117 E. 1st St.","Muenster, TX 76252","PO Box 190","Muenster, TX 76252-0190",NA,"940-759-4311","940-759-4110","muensternews@ntin.net",1081,"Cooke","Friday",1936,"6 col. x 21”","1.8","13","68","30","Scott Wood","Steve Snyder",NA,48097,11.3,16.1,1.6189,NA,16.4496,2.9959,2.3074,40574,70,38,3.1,39727,5,12.6,3,7.6,24,60.4,15,37.8,2,5,17,42.8,"Micropolitan Statistical Area","Central",23620,"Gainesville, TX","Micropolitan Statistical Area-Central",6,"TX",5,3,31.5,NA,6.42219448977633,24.2695182561874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,24,22.6546177662547,"Non I-35 Corridor",0.95,"097","Cooke",2,FALSE,0.182447808449589,0.128430629264594,0.4353,0.251964779508077,0.0563236792315529,0.147285693494397,0.0469363993596274,0.0143356134478242,0.00909620142628438,0.0972955569864778,0.0404085039524721,62733,FALSE,FALSE
"Muleshoe","Muleshoe Journal","*","*","201 W. Ave. C","Muleshoe, TX 79347-3633","PO Box 449","Muleshoe, TX 79347-0449","www.muleshoejournal.com","806-272-4536","806-272-3567","gperez@hearstnp.com",415,"Bailey","Thursday",1919,"6 col. x 21.75”","1.54","19","88","31","Robert C. Granfeldt, GM",NA,"Gabby Perez",48017,14.4,23.3,1.3953,0,15.6977,1.2791,2.093,7027,41,30,3.5,7692,1,13,0,0,4,52,0,0,0,0,2,26,NA,NA,NA,NA,NA,7,"TX",6,9,23.2,NA,4.34530706836616,27.2771567106247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,27,78.003120124805,"Non I-35 Corridor",0.883333333333333,"017","Bailey",1,TRUE,0.657605552342394,0.113585075974124,0.4283,0.303186274509804,0.0985294117647059,0.116176470588235,0.0176470588235294,0.0174019607843137,0.0225490196078431,0.129377431906615,0.0303129074315515,55038,FALSE,TRUE
"Munday","The Knox County News-Courier","*",NA,"740 N 5th Ave","Munday, TX 76371","PO Box 151","Munday, TX 76371","www.knoxcountynewsonline.com","940-422-5350","na","vcarter@hicks-co.com",708,"Knox","Friday",1971,"6 col. x 21.25”","1.5925","13","69","28","Jay Williams","Vonda Carter","Stacey Willmann",48275,16.3,24.6,2.4077,0,21.3483,3.3708,5.939,3653,8,4,3.4,3937,0,0,0,0,1,25.4,1,25.4,0,0,1,25.4,NA,NA,NA,NA,NA,9,"TX",6,12,26.4,NA,6.08410378765285,27.9468238353729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Non I-35 Corridor",0.816666666666667,"275","Knox",2,FALSE,0.348736069584126,0.117647058823529,0.41,0.271730300568643,0.0345247766043867,0.116571892770106,0.0645816409423233,0.00203086921202275,0.00528025995125914,0.111190817790531,0.0449704142011834,50719,FALSE,FALSE
"Murphy","Murphy Monitor","*",NA,"110 N. Ballard","Wylie, TX 75098-2718","PO Box 369","Wylie, TX 75098-0369","www.murphymonitor.com","972-442-5515",NA,"news@murphymonitor.com",1115,"Collin","Thursday",2005,"6 col. x 21”","1.778","3","89","8","Chad B. Engbrock","Sonia Duggan","Chad B. Engbrock",48085,6.2,6.7,1.3896,0.1328,19.5319,2.2956,2.2434,1005146,1010,705,2.9,1039369,128,12.3,276,26.6,1071,103,79,7.6,364,35,1055,101.5,"Metropolitan Statistical Area","Central",19100,"Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area-Central",1,"TX",1,1,29.7,2.72437327671647,4.17467929899057,10.2730318903923,2178,2,0,277,2041,1,0,260,209.550217487726,0.192424442137489,0,26.6507852360423,196.369143201308,0.0962122210687446,0,25.0151774778736,109,10.5,76,16,21,7.31212880122459,"Non I-35 Corridor",0.983333333333333,"085","Collin",11,FALSE,0.153469352052308,0.0625559267061457,0.4324,0.125383338894987,0.0193756955213333,0.337816882161888,0.150946814984153,0.0268001262319315,0.0167181811730208,0.0274179540638941,0.0399620887007527,100541,FALSE,FALSE
"Nacogdoches","The Daily Sentinel","*","*","4920 Colonial Dr.","Nacogdoches, TX 75965-3021","PO Box 630068","Nacogdoches, TX 75963-0068","www.dailysentinel.com","936-564-8361","936-560-4267","news@dailysentinel.com",3089,"Nacogdoches","Wednesday / Saturday",1899,"6 col. x 21”","1.77","1","11","3","Rick Craig","Josh Edwards",NA,48347,19.5,23.5,1.6587,NA,15.7643,3.0122,2.9061,65711,233,0,3.8,64106,10,15.6,23,35.9,76,118.6,29,45.2,37,57.7,58,90.5,"Micropolitan Statistical Area","Central",34860,"Nacogdoches, TX","Micropolitan Statistical Area-Central",5,"TX",5,8,54.1,7.73359318206425,5.82030222882156,17.5960138440132,26,0,0,0,0,0,0,0,40.557826100521,0,0,0,0,0,0,0,3,4.7,22,5,22,34.3181605465947,"Non I-35 Corridor",0.966666666666667,"347","Nacogdoches",1,TRUE,0.196296865396435,0.248684984455088,0.5066,0.235558033343952,0.0528299883189976,0.152251247743443,0.0634490814484443,0.0119995752362748,0.0166719762132314,0.181317062907637,0.0766229508196721,44507,FALSE,TRUE
"Navasota","The Navasota Examiner","*",NA,"115 S. Railroad St.","Navasota, TX 77868-3529","PO Box 751","Navasota, TX 77868-0751","www.NavasotaExaminer.com","936-825-6484","936-825-2230","publisher@navasotaexaminer.com",2625,"Grimes","Wednesday",1894,"6 col. x 21”","1.52","8","12","18","Ana Cosino","Ana Cosino","Ana Cosino",48185,15.3,20.6,1.8556,NA,19.4405,2.5978,2.5121,28360,72,58,4.6,28930,3,10.4,1,3.5,9,31.1,2,6.9,0,0,14,48.4,NA,NA,NA,NA,NA,6,"TX",6,4,9.4,NA,5.67514008473418,18.638750910759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,24,82.9588662288282,"Non I-35 Corridor",0.866666666666667,"185","Grimes",1,TRUE,0.241642352444898,0.15855252409737,0.4814,0.239548772395488,0.101679342555255,0.112500638048083,0.0568118013373488,0.00872849777959267,0.00454290235312133,0.135998262003041,0.0537041896265197,56086,FALSE,TRUE
